title,author,journal,number,cites,year,cid,pubid,scholar_name,scholar_id
Learning Distributed Representations by Mapping Concepts and Relations into a Linear Space.,"A Paccanaro, GE Hinton",ICML,711-718,9,2000,6570010909677249304,t7zJ5fGR-2UC,Geoffrey Hinton,JicYPdAAAAAJ
Abductive machine learning for modeling and predicting the educational score in school health surveys,"RE Abdel-Aal, AM Mangoud",Methods of information in medicine,"35 (03), 265-271",9,1996,2389471741079463516,5s9rAH04UEoC,Geoffrey Hinton,JicYPdAAAAAJ
Potholes in the road to professionalism in medical informatics,"DA Giuse, RA Miller",Methods of information in medicine,"34 (05), 434-440",9,1995,2005417078532084865,StPPYsf1FV0C,Geoffrey Hinton,JicYPdAAAAAJ
Connectionist learning procedures (CMU-CS-87-115),GE Hinton,Department of Computer Science Technical Report,,9,1987,11281964550412035644,YiZc1oW-E3oC,Geoffrey Hinton,JicYPdAAAAAJ
"Learning Internal Representations by Error Propagation, Rumelhart, DE ve McClelland, JL JParallel Distributed Processing: Explorations in the Microstructure of Cognition","DE Rumelhart, GE Hinton, RJ Williams",MIT Press,,9,1986,13330334156412917441,VglVhKISWcQC,Geoffrey Hinton,JicYPdAAAAAJ
Novice use of interactive graph-plotting system,"N Hammond, A MacLean, G Hinton, J Long, P Barnard, IA Clark",IBM Hursley Human Factors Report# HF,"F083. IBM UK Laboratories Ltd., Hursley …",9,1983,214511760574711326,4X0JR2_MtJMC,Geoffrey Hinton,JicYPdAAAAAJ
Visualizing data using t-sne laurens van der maaten micc-ikat,G Hinton,J. Mach. Learn. Res,"9, 2579-2605",8,2017,14677949190473238559,MUocvVTjX6cC,Geoffrey Hinton,JicYPdAAAAAJ
Geoff Hinton: on Radiology,G Hinton,"Panel discussion, October",27,8,2016,5356592588475714579,6HoeAlFIZOwC,Geoffrey Hinton,JicYPdAAAAAJ
"Lecture 4a, Learning to predict the next word",G Hinton,"Neural Networks for Machine Learning, Fall",,8,2015,11725064553915625337,8moDcb_GFzgC,Geoffrey Hinton,JicYPdAAAAAJ
Krizhevsky A et al Improving neural networks by preventing co-adaptation of feature detectors,"G Hinton, N Srivastava",arXiv preprint arXiv:,:1207.0580,8,2012,4749545690009105630,DCYT7yIMjgYC,Geoffrey Hinton,JicYPdAAAAAJ
Lecture 6.5-rmsprop. COURSERA Neural Netw,"T Tieleman, G Hinton",Mach. Learn,"4, 26-31",8,2012,7020007403741577123,6DzZfY3qH5gC,Geoffrey Hinton,JicYPdAAAAAJ
Lecture 6.5-rmsprop,"T Tijmen, H Geoffrey",COURSERA: Neural networks for machine learning,,8,2012,14599376658783697280,rsrKZ8bNWIsC,Geoffrey Hinton,JicYPdAAAAAJ
"Deep belief networks, Scholarpedia 4 (5)(2009) 5947",GE Hinton,A computationally intelligent agent,"95, 96",8,2009,17370872310505409161,FmXltp8y-ZkC,Geoffrey Hinton,JicYPdAAAAAJ
J Mach Learn Res,"L van der Maaten, GE Hinton",J Mach Learn Res,9,8,2008,5273195384151455791,LHWLPdAD5FMC,Geoffrey Hinton,JicYPdAAAAAJ
Modeling high-dimensional data by combining simple experts,GE Hinton,AAAI/IAAI,1159-1164,8,2000,2981514857684161657,tzM49s52ZIMC,Geoffrey Hinton,JicYPdAAAAAJ
Learning in massively parallel nets,GE Hinton,Proceedings of the Fifth AAAI National Conference on Artificial Intelligence …,,8,1986,17145404166911212915,ZfRJV9d4-WMC,Geoffrey Hinton,JicYPdAAAAAJ
"Massively parallel architectures for Al: NETL, Thistle, and Boltzmann machines","SE Fahlman, GE Hinton, TJ Sejnowski",AAAI,,8,1983,"4756287141523333169,865451477632747952",dhFuZR0502QC,Geoffrey Hinton,JicYPdAAAAAJ
Representation and control in vision,"A Sloman, D Owen, G Hinton, F Birch, F O'Gorman",Proceedings of the,"1978 AISB/GI Conference on Artificial Intelligence, 309-314",8,1978,3710644334574545692,RfUwGJFMQ-0C,Geoffrey Hinton,JicYPdAAAAAJ
A simple framework for 666 contrastive learning of visual representations,"T Chen, S Kornblith, M Norouzi, G Hinton",International conference on machine,"868 learning, 1597-160",8,NA,11733956073445675211,r5yabEp13iMC,Geoffrey Hinton,JicYPdAAAAAJ
Rmsprop: Divide the gradient by a running average of its recent magnitude [COURSERA: Neural Networks for Machine Learning],"G Hinton, N Srivastava, K Swersky",,,7,2018,1340274699113062541,tUtwDVdCwjgC,Geoffrey Hinton,JicYPdAAAAAJ
"Deep learning, vol. 521, no. 7553","Y Lecun, Y Bengio, G Hinton",Nature Publishing Group,,7,2015,695776459500721401,lu5AzqVF4qYC,Geoffrey Hinton,JicYPdAAAAAJ
Dropoff: a imple ao pre en ne ral ne ork from o erfi ing,"N Srivastava, G Hinton, A Krizhevsky, I Sutskever, R Salakhutdinov",J. Mach. Learn. Res,"15 (1), 19291958",7,2014,6853873521578764422,in81wS_EFI4C,Geoffrey Hinton,JicYPdAAAAAJ
Taking inverse graphics seriously,G Hinton,,,7,2013,6256207693118562239,Oj-SLI0tZTcC,Geoffrey Hinton,JicYPdAAAAAJ
An efficient learning procedure for deep machines,"R Salakhutdinov, G Hinton",Neural computation,"24 (8), 1967-2006",7,2012,5301807855891644618,d3xjRt2Mi1YC,Geoffrey Hinton,JicYPdAAAAAJ
TEH Y WA fast learning alforithm for deep beliefnets [J],"G Hinton, S Osindero",Momentum,"9 (1), 1-20",7,2010,11524279254810724216,T0nwzvlCxs8C,Geoffrey Hinton,JicYPdAAAAAJ
Visualizing high-dimensional data using t-sne journal of machine learning research,"L Maaten, G Hinton",J Mach Learn Res,"9, 26",7,2008,1518048702571518768,jYy9R3AkpWgC,Geoffrey Hinton,JicYPdAAAAAJ
User’s Guide for t-SNE Software,"L van der Maaten, G Hinton",Structure,,7,2008,4600429971324102619,YTuZlYwrTOUC,Geoffrey Hinton,JicYPdAAAAAJ
Relative Density Nets: A New Way to Combine Backpropagation with HMM's,"A Brown, GE Hinton",Advances in Neural Information Processing Systems,14,7,2001,2487754433505879676,VLnqNzywnoUC,Geoffrey Hinton,JicYPdAAAAAJ
Neural networks for computer-human interfaces: Glove-TalkII,"SS Fels, G Hinton",Proceedings of the International Conference on Neural Information Processing …,,7,1996,2150480277859154616,_Re3VWB3Y0AC,Geoffrey Hinton,JicYPdAAAAAJ
El atractivo del procesamiento distribuido en paralelo,"JL McClelland, DE Rumelhart, GE Hinton","Rumelhart, DE; McClelland JL y el grupo PDP",39-80,7,1992,16784222623154159050,ndLnGcHYRF0C,Geoffrey Hinton,JicYPdAAAAAJ
Combining two methods of recognizing hand-printed digits,"GE Hinton, CKI Williams, MD Revow",Artificial Neural Networks,"2, 53-60",7,1992,14205718051193890588,35r97b3x0nAC,Geoffrey Hinton,JicYPdAAAAAJ
The horizontal—vertical delusion,GE Hinton,Perception,"16 (5), 677-680",7,1987,8833968644708212820,NJ774b8OgUMC,Geoffrey Hinton,JicYPdAAAAAJ
Similarity of Neural Network Representations Revisited. arXiv. 2019 doi: 10.48550,"S Kornblith, M Norouzi, H Lee, G Hinton",arXiv,,7,1905,1119658528557122287,mqcSLZKRP28C,Geoffrey Hinton,JicYPdAAAAAJ
Rectified linear units improve restricted boltzmann machines Proceedings of the 27th International Conference on International Conference on Machine Learning. 2010Last accesses …,"V Nair, GE Hinton",,,7,NA,10067780821184505255,b2v3RnpdjZkC,Geoffrey Hinton,JicYPdAAAAAJ
Distilling the knowledge in a neural network. arXiv,"H Geoffrey, V Oriol, D Jeff",arXiv preprint arXiv:,:1503.02531,6,2015,4818357924748703517,12nnf2f32iYC,Geoffrey Hinton,JicYPdAAAAAJ
Non-linear dimensionality reduction,G Hinton,Course CSC,2535,6,2013,2260992409685453450,u_mOZUIutIEC,Geoffrey Hinton,JicYPdAAAAAJ
"Neural networks for machine learning online course lecture 6a, Coursera",G Hinton,,,6,2012,11727330003746851124,RsqFu5Siv-AC,Geoffrey Hinton,JicYPdAAAAAJ
Neural networks for machine learning. Lecture slides,"G Hinton, N Srivastava, K Swersky",Toronto: University of Toronto,,6,2012,14985746660580550787,Es-9c2L5hKwC,Geoffrey Hinton,JicYPdAAAAAJ
RMSprop: Neural networks for machine learning,"T Tieleman, G Hinton","Univ. Toronto, Toronto, ON, Tech. Rep.",6a,6,2012,13790189904054843106,0kYikfLtzSYC,Geoffrey Hinton,JicYPdAAAAAJ
Training products of experts by minimizing contrastive divergence,"F Wood, GE Hinton","Technical report, Brown University","2012. 53, 143",6,2012,117942100792729556,b8m_4JuPjscC,Geoffrey Hinton,JicYPdAAAAAJ
"Deep belief networks. Scholarpedia, 4, 5947",GE Hinton,,,6,2009,8994793200760105614,o_fBUN_Or78C,Geoffrey Hinton,JicYPdAAAAAJ
Greedy layer-wise algorithm,G Hinton,Journal of Machine Learning Research,"1, 1-40",6,2009,8263914351253782783,gnsKu8c89wgC,Geoffrey Hinton,JicYPdAAAAAJ
Improving a statistical language model by modulating the effects of context words.,"Z Yuecheng, A Mnih, GE Hinton",ESANN,493-498,6,2008,13390885042051961747,VaXvl8Fpj5cC,Geoffrey Hinton,JicYPdAAAAAJ
"for Deep Belief Nets., 2006, 18","GE Hinton, S Osindero",DOI: https://doi. org/,"/10.1162/neco 7, 1527-1554",6,2006,16447373650916481686,SEmTV4UfSqwC,Geoffrey Hinton,JicYPdAAAAAJ
"Teh, Y2224485: A fast learning algorithm for deep belief nets. vol. 18, issue 3","GE Hinton, S Osindero",Neural Comput,1527-1554,6,2006,11861864650621992220,eHo_KFcuhuIC,Geoffrey Hinton,JicYPdAAAAAJ
Learning distributed representations of relational data using linear relational embedding,"A Paccanaro, GE Hinton",Neural Nets WIRN Vietri-,-01: Proceedings of the 12th Italian Workshop on …,6,2002,14411774081418069378,L7CI7m0gUJcC,Geoffrey Hinton,JicYPdAAAAAJ
Nonlinear dimensionality reduction using neural networks,R Salakhutdinov,RBM,"2, 1000",6,2000,14606723727081388937,6yz0xqPARnAC,Geoffrey Hinton,JicYPdAAAAAJ
Scaling in a hierarchical unsupervised network,"Z Ghahramani, AT Korenberg, GE Hinton",,1999 Ninth International Conference on Artificial Neural Networks ICANN 99 …,6,1999,18059154612783282255,nZcligLrVowC,Geoffrey Hinton,JicYPdAAAAAJ
La simulazione dei danni cerebrali,"GE Hinton, DC Plaut, T Shallice",Le scienze,,6,1993,14905371874731744350,I__7AI8a974C,Geoffrey Hinton,JicYPdAAAAAJ
Mental simulation,G Hinton,Nature,"347 (6294), 627-628",6,1990,8451893101555498990,XAp-VaTZjjwC,Geoffrey Hinton,JicYPdAAAAAJ
Generative back-propagation,GE Hinton,Abstracts,1st INNS,6,1988,4715992374012082077,3BvdIg-l-ZAC,Geoffrey Hinton,JicYPdAAAAAJ
Sejnowski,"D Ackley, G Hinton",Cognitive Science,"9, 147-169",6,1985,14540938059920870640,WgvcDLhf7hwC,Geoffrey Hinton,JicYPdAAAAAJ
Parallel computation and the mass-spring model of motor control,"GE Hinton, P Smolensky","Cognitive Science Laboratory, Center for Human Information Processing …",,6,1984,15888384602536714526,vbGhcppDl1QC,Geoffrey Hinton,JicYPdAAAAAJ
Parallel stochastic search in early vision,"TJ Sejnowski, GE Hinton",Johns Hopkins University. Electrical Engineering and Computer Science Department,,6,1984,7208589719220965902,j8SEvjWlNXcC,Geoffrey Hinton,JicYPdAAAAAJ
Visualizing high-dimensional data using t-sne. 2008,"LJP van der Maaten, GE Hinton",Journal of Machine Learning Research,"9, 257",6,NA,4550529150846790294,IaRkJ05COeQC,Geoffrey Hinton,JicYPdAAAAAJ
Efficient Parametric Projection Pursuit Density Estimation,"MWRSZ Geoffrey, E Hinton",,,6,NA,15375954603775040162,Ak0FvsSvgGUC,Geoffrey Hinton,JicYPdAAAAAJ
Grammar as a foreign language,"P Koo, S Petrov, I Sutskever, GE Hinton, O Vinyals, L Kaiser",Advances in Neural Information Processing Systems,,5,2015,3346294583078518221,z3pV1qEBaUAC,Geoffrey Hinton,JicYPdAAAAAJ
Coursera: Neural networks for machine learning: Lecture 6 (a)–overview of mini-batch gradient descent,"G Hinton, N Srivastava, K Swersky",,,5,2014,1013916668932226488,bcT4vkklUMwC,Geoffrey Hinton,JicYPdAAAAAJ
The rmsprop optimizer,G Hinton,,,5,2014,11780665223541182105,aFwNBOTKqaYC,Geoffrey Hinton,JicYPdAAAAAJ
RMSprop Gradient Optimization,"G Hinton, T Tieleman",Lecture,6e of his Coursera Class,5,2014,18366485362446569411,MbTKqoTs-1EC,Geoffrey Hinton,JicYPdAAAAAJ
"Speech recognition with deep recurrent neural networks. IEEE Int. Conf. on Acoustics, Speech and Signal Processing","A Graves, AR Mohamed, G Hinton",,,5,2013,8072991689003471533,C6rTQemI8T8C,Geoffrey Hinton,JicYPdAAAAAJ
Speech Recognition with Deep Recurrent Neural Networks. ICASSP 2013,"A Graves, A Mohamed, G Hinton",arXiv preprint arXiv:,:1303.5778,5,2013,5720467127100246950,8cBNEdFwSQkC,Geoffrey Hinton,JicYPdAAAAAJ
Neural Networks for Machine Learning Lecture 6a Overview of Mini-Batch Gradient Descent,"T Tieleman, G Hinton, K Swersky","Mountain View, CA, USA: COURSERA",,5,2012,5301474708750746448,EXDW3tg14iEC,Geoffrey Hinton,JicYPdAAAAAJ
Neural networks for machine learning: Lecture 6A overview of mini-batch gradient descent course,"G Hinton, N Srivastava, K Swersky","Video Lectures Coursera, Mountain View, CA, USA",,5,2012,7606858960289609979,c2LjitseEfMC,Geoffrey Hinton,JicYPdAAAAAJ
Imagenet classificationwith deep CNNs,"A Krizhevsky, I Sutskever, GE Hinton",Nips,,5,2012,8825307625554155388,1AS7WB7zg6gC,Geoffrey Hinton,JicYPdAAAAAJ
Optimization: How to make the learning go faster,GE Hinton,Coursera,"4, 26-31",5,2012,3442426109940666356,Usae8uB1euoC,Geoffrey Hinton,JicYPdAAAAAJ
Improving neural networks by preventing co-adaptation of feature detectors. arXiv: Neural and Evolutionary Computing,"GE Hinton, N Srivastava, A Krizhevsky, I Sutskever, R Salakhutdinov",,,5,2012,1628366915797615511,FKYJxdYMdFIC,Geoffrey Hinton,JicYPdAAAAAJ
Deep belief networks for phone recognition,"ARMG Dahl, GE Hinton",NIPS,22 workshop on deep learning for speech recognition,5,2009,14738265489313156762,hwlm9Y4obscC,Geoffrey Hinton,JicYPdAAAAAJ
International Conference on Artificial Intelligence and Statistics,"R Salakhutdinov, G Hinton",,,5,2009,9353330998867079693,m8MyhXdlT-4C,Geoffrey Hinton,JicYPdAAAAAJ
Recent developments in deep learning,G Hinton,"Lecture, The University of British Columbia",,5,2009,1137371424498935922,e0CZ6poB34oC,Geoffrey Hinton,JicYPdAAAAAJ
"A Fast Learning Algorithm for Deep Belief Nets, Neural Computing, 18 (7), 1527–1554","GE Hinton, S Osindero, YW Teh",DOI,,5,2006,4640251139219744857,A7-hzOuI2KQC,Geoffrey Hinton,JicYPdAAAAAJ
"A Simple Framework for Contrastive Learning of Visual Representations.” arXiv, Jun. 30, 2020. Accessed: Jan. 23, 2024","T Chen, S Kornblith, M Norouzi, G Hinton",,,5,2002,7389577376939542373,Oi-j_DTgP3cC,Geoffrey Hinton,JicYPdAAAAAJ
"The EM algorithm for mixtures of factor analyzers Univ. Toronto, Toronto, ON","Z Ghahramani, GE Hinton","Canada, Tech. Rep. CRG-TR-","-96-1, 1997,(revised)",5,1997,10290049285718606583,hKjooKYXoHIC,Geoffrey Hinton,JicYPdAAAAAJ
Using spatial coherence as an internal teacher for a neural network,"S Becker, GE Hinton","Advances in back-propagation. Erlbaum, Hillsdale, NJ",,5,1995,6902037692276296075,SgTKrLvt1DcC,Geoffrey Hinton,JicYPdAAAAAJ
Simplifying neural networks by soft weight sharing,"GE Hinton, S Nowlan",SANTA FE INSTITUTE STUDIES IN THE SCIENCES OF COMPLEXITY-PROCEEDINGS VOLUME …,,5,1994,95761849718075982,P-MJmu9ZMwQC,Geoffrey Hinton,JicYPdAAAAAJ
La simulation des lésions cérébrales,"GE Hinton, D Plaut, T Shallice",Pour la science,"194, 36-43",5,1993,11171424100745694252,eCFM_hdDfssC,Geoffrey Hinton,JicYPdAAAAAJ
Considerations in dynamic time warping algorithms for discrete word recognition,"A Waibel, T Hanazawa, G Hinton, K Shikano, KJ Lang","IEEE Transactions on Acoustics, Speech and Signal Processing","37 (3), 328-339",5,1989,335763798720782282,uWy0R8PweswC,Geoffrey Hinton,JicYPdAAAAAJ
Lang K,"A Waibel, T Hanazawa, G Hinton, K Shikano",Phoneme Recognition Using Time-Delay Neural Networks,,5,1987,9915952204046683358,h9G0ZmjYpDoC,Geoffrey Hinton,JicYPdAAAAAJ
Parallel distributed processing. Volume 1: Foundations,"GE Hinton, JL McClelland, DE Rumelhart","Cambridge, MA: MIT Press",,5,1986,5926038363700262643,TiIbgCYny7sC,Geoffrey Hinton,JicYPdAAAAAJ
Attention and performance IX,"GE Hinton, LM Parsons, J Long, A Baddeley",Erlbaum,,5,1981,10551541527099738463,1n-LKbgTOzoC,Geoffrey Hinton,JicYPdAAAAAJ
Similarity of neural network representations revisited. arXiv,"S Kornblith, M Norouzi, H Lee, G Hinton",,,5,1905,10037804007036390997,A5aiAONn640C,Geoffrey Hinton,JicYPdAAAAAJ
"E & Sejnowski, T, J.,(1985). A Learning Algorithm for Boltzmann Machines","DH Ackley, G Hinton",Cognitive Science,"9 (1), 14",5,NA,2659152049862966733,q2HS4OCVtYIC,Geoffrey Hinton,JicYPdAAAAAJ
PMLR; 2020,"T Chen, S Kornblith, M Norouzi, G Hinton",Google Scholar,1597-160,5,NA,11448130364273523246,Y20HiHuZk70C,Geoffrey Hinton,JicYPdAAAAAJ
"rahman Mohamed A, Jaitly N, Senior A, Vanhoucke V, Nguyen P, Sainath T, Kingsbury B (2012) Deep neural networks for acoustic modeling in speech recognition","G Hinton, L Deng, D Yu, G Dahl",Signal Processing Magazine,,5,NA,8168068250310609003,Agc8PWtS8JkC,Geoffrey Hinton,JicYPdAAAAAJ
"1., and Revow, MD (1992a). Adaptive elastic models for hand-printed character recognition","GE Hinton, CK Williams",Advances in Neural Information Processing Systems,,5,NA,12803980335191709195,KqnX2w3egDsC,Geoffrey Hinton,JicYPdAAAAAJ
K. Swersky,"G Hinton, N Srivastava",Neural networks for machine learning lecture,6a overview of mini-batch …,4,2012,7798758682610475511,kGbpvR7Ecy8C,Geoffrey Hinton,JicYPdAAAAAJ
University of Toronto,"T Tieleman, G Hinton",Technical Report,,4,2012,11488411084738890878,lRzkMCTRmMwC,Geoffrey Hinton,JicYPdAAAAAJ
Learning multiple layers of features from tiny images Technical Report TR-2009 University of Toronto,"A Krizhevsky, G Hinton",,,4,2009,12520148717249221902,i9B0nK2ie9AC,Geoffrey Hinton,JicYPdAAAAAJ
Caching and replay of place sequences in a Temporal Restricted Boltzmann Machine model of the hippocampus,"S Becker, GE Hinton","Cosyne (abstract only, Poster II-",-56),4,2007,17333478955570649462,E7VqQtBCVmcC,Geoffrey Hinton,JicYPdAAAAAJ
"andR. R. Salakhutdinov,“ReducingtheDimensionalityofDatawithNeuralNetG works”",GE Hinton,Science,"313, 5786",4,2006,7827355741861197635,PcT55Ow6fAIC,Geoffrey Hinton,JicYPdAAAAAJ
Embedding via clustering: using spectral information to guide dimensionality reduction,"R Memisevic, G Hinton",Proceedings.,2005 IEEE International Joint Conference on Neural Networks …,4,2005,146077437162060538,hMsQuOkrut0C,Geoffrey Hinton,JicYPdAAAAAJ
Cascaded redundancy reduction,"VR de Sa, GE Hinton",Network: Computation in Neural Systems,"9 (1), 73",4,1998,3217108124858075056,tYavs44e6CUC,Geoffrey Hinton,JicYPdAAAAAJ
Switching state-space models (Technical Report),"Z Ghahramani, GE Hinton","Toronto, Canada",,4,1998,10018232278140663558,rKYHOwt5kWwC,Geoffrey Hinton,JicYPdAAAAAJ
A Time-Delay Neural Network Architecture for Isolated Word Recognition,J Lang,"Artificial Neural Networks, Paradigms, Applications and Hardware",,4,1992,1922211976223891179,ziOE8S1-AIUC,Geoffrey Hinton,JicYPdAAAAAJ
Phoneme Recognition using Time-Delay Neural Network IEEE Trans,"A Waibel, T Hanazawa, G Hinton, K Shikano, K Lang",Vol. ASSP-,-37,4,1989,2146374673249311416,bYbwfsIO_fQC,Geoffrey Hinton,JicYPdAAAAAJ
Respectively Reconsidered,G Hinton,Pragmatics Microfiche,"3, 912-914",4,1978,16799619679390866905,5icHVeHT4IsC,Geoffrey Hinton,JicYPdAAAAAJ
